,07-12-21-11-02-04_fitted_on_100_EPOCHS,real,07-12-21-13-05-13_fitted_on_100_EPOCHS,07-12-21-15-32-10_fitted_on_100_EPOCHS,07-12-21-18-20-59_fitted_on_100_EPOCHS,07-12-21-20-59-27_fitted_on_100_EPOCHS,07-12-21-11-02-04_fitted_on_100_EPOCHS_weight,07-12-21-13-05-13_fitted_on_100_EPOCHS_weight,07-12-21-15-32-10_fitted_on_100_EPOCHS_weight,07-12-21-18-20-59_fitted_on_100_EPOCHS_weight,07-12-21-20-59-27_fitted_on_100_EPOCHS_weight
40095,1,1,1,1,0,1,,,,,
40096,1,1,1,1,0,1,,,,,
40097,1,1,1,1,0,1,,,,,
40098,1,1,1,1,0,1,,,,,
40099,1,1,1,1,0,1,,,,,
40100,1,1,1,1,0,1,,,,,
40101,1,1,1,1,0,1,,,,,
40102,1,1,1,1,0,1,,,,,
40103,1,1,1,1,0,1,,,,,
40104,1,1,1,1,0,1,,,,,
40105,1,1,1,1,0,1,,,,,
40106,1,1,1,1,0,1,,,,,
40107,1,1,1,1,0,1,,,,,
40108,1,1,1,1,0,1,,,,,
40109,1,1,1,1,0,1,,,,,
40110,1,1,1,1,0,1,,,,,
40111,1,1,1,1,0,1,,,,,
40112,1,1,1,1,0,1,,,,,
40113,1,1,1,1,0,1,,,,,
40114,1,1,1,1,0,1,,,,,
40115,1,1,1,1,0,1,,,,,
40116,1,1,1,1,0,1,,,,,
40117,1,1,1,1,0,1,,,,,
40118,1,0,1,1,0,1,,,,,
40119,1,0,1,1,0,1,,,,,
40120,1,0,1,1,0,1,,,,,
40121,1,0,1,1,0,1,,,,,
40122,1,0,1,1,0,1,,,,,
40123,1,0,1,1,0,1,,,,,
40124,1,0,1,1,0,1,,,,,
40125,1,0,1,1,0,1,,,,,
40126,1,0,1,1,0,1,,,,,
40127,1,1,1,1,0,1,,,,,
40128,1,1,1,1,0,1,,,,,
40129,1,1,1,1,0,1,,,,,
40130,1,1,1,1,0,1,,,,,
40131,1,1,1,1,0,1,,,,,
40132,1,1,1,1,0,1,,,,,
40133,1,1,1,1,0,1,,,,,
40134,1,1,1,1,0,1,,,,,
40135,1,1,1,1,0,1,,,,,
40136,1,1,1,1,0,1,,,,,
40137,1,1,1,1,0,1,,,,,
40138,1,1,1,1,0,1,,,,,
40139,1,1,1,1,0,1,,,,,
40140,1,1,1,1,0,1,,,,,
40141,1,1,1,1,0,1,,,,,
40142,1,1,1,1,0,1,,,,,
40143,1,1,1,1,0,1,,,,,
40144,1,1,1,1,0,1,,,,,
40145,1,1,1,1,0,1,,,,,
40146,1,1,1,1,0,1,,,,,
40147,1,1,1,1,0,1,,,,,
40148,1,1,1,1,0,1,,,,,
40149,1,1,1,1,0,1,,,,,
40150,1,1,1,1,0,1,,,,,
40151,1,1,1,1,0,1,,,,,
40152,1,1,1,1,0,1,,,,,
40153,1,1,1,1,0,1,,,,,
40154,1,1,1,1,0,1,,,,,
40155,1,1,1,1,0,1,,,,,
40156,1,1,1,1,0,1,,,,,
40157,1,1,1,1,0,1,,,,,
40158,2,1,1,1,0,1,,,,,
40159,2,1,1,1,0,1,,,,,
40160,1,1,1,1,0,1,,,,,
40161,1,1,1,1,0,1,,,,,
40162,1,1,1,1,0,1,,,,,
40163,1,1,1,1,0,1,,,,,
40164,1,1,1,1,0,1,,,,,
40165,1,1,1,1,0,1,,,,,
40166,1,1,1,1,0,1,,,,,
40167,1,1,1,1,0,1,,,,,
40168,1,1,1,1,0,1,,,,,
40169,1,1,1,1,0,1,,,,,
40170,1,1,1,1,0,1,,,,,
40171,1,1,1,1,0,1,,,,,
40172,1,1,1,1,0,1,,,,,
40173,1,1,1,1,0,1,,,,,
40174,1,1,1,1,0,1,,,,,
40175,1,1,1,1,0,1,,,,,
40176,1,1,1,1,0,1,,,,,
40177,1,1,1,1,0,1,,,,,
40178,1,1,1,1,0,1,,,,,
40179,1,0,1,1,0,1,,,,,
40180,0,0,1,1,0,0,,,,,
40181,0,0,1,1,0,0,,,,,
40182,0,0,1,1,0,0,,,,,
40183,0,0,1,1,0,0,,,,,
40184,0,0,1,0,0,0,,,,,
40185,0,0,1,0,0,0,,,,,
40186,0,0,1,0,0,0,,,,,
40187,0,0,2,0,0,0,,,,,
40188,0,0,2,0,0,0,,,,,
40189,0,0,2,0,0,0,,,,,
40190,0,0,2,0,0,0,,,,,
40191,0,0,2,0,0,0,,,,,
40192,0,1,2,2,0,0,,,,,
40193,2,2,2,2,0,2,,,,,
40194,2,2,2,2,0,2,,,,,
40195,0,2,1,2,0,2,,,,,
40196,0,2,1,0,0,1,,,,,
40197,0,1,1,1,0,1,,,,,
40198,0,1,1,1,0,0,,,,,
40199,0,0,1,0,0,0,,,,,
40200,0,0,1,0,0,0,,,,,
40201,0,0,1,0,0,0,,,,,
40202,0,0,1,0,0,0,,,,,
40203,0,0,1,0,0,0,,,,,
40204,0,0,1,0,0,0,,,,,
40205,0,0,1,0,1,0,,,,,
40206,0,0,1,0,0,0,,,,,
40207,0,0,1,0,0,0,,,,,
40208,0,1,0,0,0,0,,,,,
40209,0,0,0,0,0,0,,,,,
40210,0,0,0,0,0,0,,,,,
40211,0,0,0,0,0,0,,,,,
40212,0,0,0,0,0,0,,,,,
40213,0,0,0,0,0,0,,,,,
40214,0,0,0,0,0,0,,,,,
40215,0,0,0,0,0,0,,,,,
40216,0,0,0,0,0,0,,,,,
40217,0,0,0,0,0,0,,,,,
40218,0,0,0,2,0,0,,,,,
40219,0,0,0,2,0,1,,,,,
40220,0,0,0,2,0,1,,,,,
40221,0,0,0,2,0,1,,,,,
40222,0,0,1,0,0,0,,,,,
40223,0,0,0,0,0,0,,,,,
40224,0,0,0,0,0,0,,,,,
40225,0,0,0,0,0,0,,,,,
40226,0,0,0,0,0,0,,,,,
40227,0,0,0,0,0,0,,,,,
40228,0,0,0,0,0,0,,,,,
40229,0,0,0,0,0,0,,,,,
40230,0,0,0,0,2,0,,,,,
40231,0,0,0,0,0,0,,,,,
40232,0,0,0,0,0,0,,,,,
40233,0,0,0,0,0,0,,,,,
40234,0,0,0,0,0,0,,,,,
40235,0,0,0,0,0,0,,,,,
40236,0,0,0,0,0,0,,,,,
40237,0,0,0,0,0,0,,,,,
40238,0,0,0,0,0,0,,,,,
40239,2,0,0,0,0,0,,,,,
40240,0,0,0,0,0,0,,,,,
40241,0,0,0,0,0,0,,,,,
40242,0,0,0,0,0,0,,,,,
40243,0,0,0,0,0,0,,,,,
40244,0,0,0,0,0,0,,,,,
40245,1,0,0,0,0,0,,,,,
40246,2,1,2,2,0,0,,,,,
40247,0,2,0,2,0,0,,,,,
40248,0,2,0,0,0,0,,,,,
40249,2,2,0,2,0,0,,,,,
40250,0,2,2,2,0,0,,,,,
40251,2,2,2,0,0,0,,,,,
40252,2,2,2,2,0,2,,,,,
40253,2,2,2,2,0,2,,,,,
40254,2,2,2,2,0,2,,,,,
40255,2,0,2,2,0,2,,,,,
40256,2,2,2,2,0,0,,,,,
40257,2,2,2,2,0,2,,,,,
40258,2,0,2,2,0,2,,,,,
40259,2,2,2,2,0,2,,,,,
40260,2,2,2,2,0,2,,,,,
40261,2,2,1,2,0,0,,,,,
40262,1,1,1,0,0,0,,,,,
40263,1,1,1,0,0,1,,,,,
40264,1,1,1,0,0,1,,,,,
40265,1,1,1,0,0,1,,,,,
40266,1,1,1,0,0,1,,,,,
40267,1,1,1,2,0,1,,,,,
40268,1,1,1,2,0,1,,,,,
40269,1,1,1,2,0,1,,,,,
40270,1,1,2,2,0,1,,,,,
40271,0,1,2,2,0,1,,,,,
40272,0,1,2,2,0,1,,,,,
40273,0,1,2,2,0,1,,,,,
40274,0,1,2,2,0,1,,,,,
40275,0,1,2,2,0,1,,,,,
40276,0,1,2,2,0,1,,,,,
40277,0,1,2,2,0,0,,,,,
40278,1,1,2,2,0,0,,,,,
40279,1,1,2,2,0,0,,,,,
40280,1,1,2,2,0,0,,,,,
40281,1,1,2,2,0,0,,,,,
40282,1,1,1,1,0,0,,,,,
40283,1,1,1,1,0,1,,,,,
40284,1,2,1,1,0,1,,,,,
40285,1,2,1,1,0,1,,,,,
40286,1,2,1,1,0,1,,,,,
40287,1,2,1,1,0,1,,,,,
40288,1,2,1,1,0,1,,,,,
40289,1,2,1,1,0,1,,,,,
40290,1,2,1,1,0,1,,,,,
40291,1,2,1,1,0,1,,,,,
40292,1,2,1,1,0,1,,,,,
40293,1,0,1,1,0,1,,,,,
40294,1,0,1,1,0,1,,,,,
40295,1,1,1,1,0,1,,,,,
40296,1,2,1,1,0,1,,,,,
40297,2,2,2,2,0,2,,,,,
40298,2,2,2,2,0,2,,,,,
40299,2,2,2,2,0,2,,,,,
40300,2,2,2,2,0,2,,,,,
40301,2,2,2,2,0,2,,,,,
40302,2,2,2,2,0,2,,,,,
40303,2,2,2,2,0,2,,,,,
40304,2,2,2,2,0,2,,,,,
40305,2,2,2,2,0,2,,,,,
40306,2,0,0,0,0,0,,,,,
40307,0,0,0,0,0,0,,,,,
40308,0,0,0,0,0,0,,,,,
40309,0,0,0,0,0,0,,,,,
40310,0,0,0,0,0,0,,,,,
40311,0,0,0,0,0,0,,,,,
40312,0,0,0,1,0,0,,,,,
40313,0,0,0,0,0,0,,,,,
40314,2,2,0,0,0,0,,,,,
40315,0,2,0,0,0,0,,,,,
40316,0,0,0,0,0,0,,,,,
40317,0,0,0,0,0,0,,,,,
40318,0,0,0,0,0,0,,,,,
40319,0,0,0,0,0,0,,,,,
40320,0,0,0,2,0,0,,,,,
40321,0,0,2,2,0,0,,,,,
40322,2,0,2,2,0,0,,,,,
40323,2,2,2,2,0,0,,,,,
40324,2,2,2,2,0,2,,,,,
40325,2,2,2,2,0,2,,,,,
40326,2,2,2,2,0,0,,,,,
40327,2,2,2,2,0,1,,,,,
40328,2,2,2,2,0,1,,,,,
40329,2,2,2,2,0,1,,,,,
40330,2,2,2,2,0,2,,,,,
40331,2,2,2,2,0,2,,,,,
40332,2,2,2,2,0,0,,,,,
40333,2,2,2,2,0,0,,,,,
40334,0,2,2,2,0,0,,,,,
40335,0,2,2,2,0,0,,,,,
40336,0,2,2,2,0,0,,,,,
40337,0,0,2,2,0,0,,,,,
40338,0,0,2,2,0,0,,,,,
40339,0,1,2,0,0,0,,,,,
40340,0,0,0,0,0,0,,,,,
40341,0,0,0,0,0,0,,,,,
40342,2,0,0,0,0,0,,,,,
40343,2,0,0,0,0,0,,,,,
40344,0,2,2,0,0,0,,,,,
40345,0,2,2,0,0,0,,,,,
40346,0,2,2,0,0,0,,,,,
40347,0,2,2,0,0,0,,,,,
40348,0,2,2,2,0,2,,,,,
40349,2,2,2,0,0,2,,,,,
40350,2,2,2,2,0,2,,,,,
40351,2,2,2,2,0,2,,,,,
40352,2,2,2,2,0,2,,,,,
40353,2,2,2,2,0,2,,,,,
40354,2,2,2,2,0,2,,,,,
40355,2,2,2,2,0,2,,,,,
40356,2,2,2,2,0,2,,,,,
40357,2,2,2,2,0,2,,,,,
40358,2,2,2,2,0,2,,,,,
40359,2,2,2,2,0,2,,,,,
40360,2,2,0,2,0,0,,,,,
40361,2,2,0,2,0,0,,,,,
40362,2,2,0,2,0,1,,,,,
40363,2,2,2,2,0,2,,,,,
40364,2,2,2,2,2,2,,,,,
40365,2,2,2,2,2,2,,,,,
40366,2,2,2,2,2,2,,,,,
40367,2,2,2,2,0,2,,,,,
40368,2,2,2,2,0,2,,,,,
40369,2,2,2,2,0,2,,,,,
40370,2,2,2,2,0,2,,,,,
40371,2,2,2,2,0,2,,,,,
40372,2,0,2,2,0,2,,,,,
40373,1,0,2,2,0,0,,,,,
40374,0,0,2,2,0,0,,,,,
40375,0,0,2,2,0,0,,,,,
40376,0,0,2,2,0,0,,,,,
40377,0,0,2,2,0,0,,,,,
40378,0,0,2,2,0,0,,,,,
40379,0,0,2,2,0,0,,,,,
40380,0,0,2,0,0,0,,,,,
40381,1,0,2,0,0,0,,,,,
40382,0,0,2,0,0,0,,,,,
40383,1,2,2,0,0,0,,,,,
40384,1,0,2,0,0,0,,,,,
40385,1,1,2,0,0,0,,,,,
40386,0,1,2,0,0,0,,,,,
40387,0,1,2,0,0,0,,,,,
40388,0,0,0,0,0,0,,,,,
40389,0,0,0,0,0,0,,,,,
40390,0,2,0,0,0,0,,,,,
40391,0,2,0,2,0,0,,,,,
40392,0,0,0,2,0,0,,,,,
40393,0,0,0,0,0,0,,,,,
40394,0,0,0,0,0,0,,,,,
40395,0,2,0,0,0,0,,,,,
40396,0,0,0,0,0,0,,,,,
40397,0,0,0,0,0,0,,,,,
40398,0,0,0,0,0,0,,,,,
40399,0,2,0,0,0,0,,,,,
40400,0,2,0,0,0,0,,,,,
40401,0,2,0,2,0,0,,,,,
40402,2,2,0,2,0,0,,,,,
40403,2,2,0,2,0,0,,,,,
40404,2,2,2,2,0,0,,,,,
40405,2,2,2,2,0,0,,,,,
40406,2,2,2,2,0,0,,,,,
40407,0,2,2,2,0,2,,,,,
40408,2,2,2,2,0,2,,,,,
40409,2,2,0,2,0,2,,,,,
40410,2,2,0,2,0,2,,,,,
40411,2,2,2,2,0,2,,,,,
40412,2,2,2,2,0,2,,,,,
40413,2,2,2,2,0,2,,,,,
40414,2,2,2,2,0,2,,,,,
40415,0,2,2,2,0,2,,,,,
40416,0,2,2,0,0,2,,,,,
40417,2,2,2,0,0,2,,,,,
40418,0,2,2,0,0,2,,,,,
40419,0,2,2,0,0,2,,,,,
40420,0,2,2,2,0,2,,,,,
40421,0,2,2,0,0,0,,,,,
40422,1,0,1,0,0,0,,,,,
40423,2,0,0,0,0,0,,,,,
40424,1,0,0,0,0,0,,,,,
40425,2,2,0,0,0,0,,,,,
40426,0,2,0,0,0,0,,,,,
40427,0,2,0,0,0,0,,,,,
40428,0,1,0,0,0,0,,,,,
40429,0,0,0,0,0,0,,,,,
40430,2,0,0,0,0,0,,,,,
40431,2,1,0,0,0,0,,,,,
40432,1,1,2,0,0,0,,,,,
40433,0,1,2,0,0,0,,,,,
40434,2,2,2,0,0,0,,,,,
40435,2,2,2,2,0,0,,,,,
40436,2,2,2,2,0,2,,,,,
40437,2,2,2,2,0,2,,,,,
40438,2,2,2,2,0,2,,,,,
40439,2,2,2,2,0,2,,,,,
40440,2,2,2,2,0,2,,,,,
40441,2,2,2,2,0,2,,,,,
40442,2,2,2,2,0,2,,,,,
40443,2,2,2,2,0,2,,,,,
40444,2,2,2,2,0,2,,,,,
40445,1,2,2,2,0,0,,,,,
40446,1,2,1,0,0,0,,,,,
40447,2,2,1,0,0,0,,,,,
40448,1,2,1,0,0,0,,,,,
40449,1,2,1,0,0,0,,,,,
40450,2,2,1,0,0,0,,,,,
40451,1,1,1,0,0,0,,,,,
40452,1,1,1,0,0,0,,,,,
40453,1,1,1,0,0,0,,,,,
40454,1,1,1,1,0,1,,,,,
40455,1,1,1,1,0,1,,,,,
40456,1,1,1,1,0,1,,,,,
40457,1,1,1,1,0,1,,,,,
40458,1,1,1,1,0,1,,,,,
40459,1,1,1,1,0,1,,,,,
40460,1,1,1,1,0,1,,,,,
40461,1,1,1,1,0,1,,,,,
40462,1,1,1,1,0,1,,,,,
40463,1,1,1,1,0,1,,,,,
40464,0,0,1,1,0,0,,,,,
40465,0,0,0,0,0,0,,,,,
40466,0,0,0,0,0,0,,,,,
40467,0,0,0,0,0,0,,,,,
40468,0,0,0,0,0,0,,,,,
40469,0,0,0,0,0,0,,,,,
40470,0,0,0,0,0,0,,,,,
40471,0,0,0,0,0,0,,,,,
40472,0,0,0,0,0,0,,,,,
40473,0,0,0,0,0,0,,,,,
40474,0,0,2,0,0,1,,,,,
40475,0,0,2,0,0,1,,,,,
40476,0,1,2,0,0,1,,,,,
40477,0,1,2,0,0,1,,,,,
40478,0,1,2,0,0,1,,,,,
40479,0,1,2,0,0,1,,,,,
40480,0,1,2,0,0,1,,,,,
40481,0,1,2,0,0,1,,,,,
40482,0,1,2,0,0,1,,,,,
40483,1,1,2,1,0,1,,,,,
40484,1,1,1,0,0,1,,,,,
40485,1,1,2,1,0,1,,,,,
40486,1,1,1,1,0,1,,,,,
40487,1,1,1,1,0,1,,,,,
40488,1,1,1,1,0,1,,,,,
40489,1,1,1,1,0,1,,,,,
40490,0,1,1,0,0,1,,,,,
40491,0,1,1,0,0,1,,,,,
40492,0,1,1,0,0,1,,,,,
40493,0,1,1,0,0,1,,,,,
40494,0,1,1,0,0,1,,,,,
40495,0,1,1,0,0,1,,,,,
40496,0,1,1,0,0,1,,,,,
40497,0,1,1,0,0,1,,,,,
40498,1,1,1,0,0,1,,,,,
40499,1,1,1,0,0,1,,,,,
40500,1,1,1,1,0,1,,,,,
40501,1,1,1,1,0,1,,,,,
40502,1,1,1,1,0,1,,,,,
40503,1,1,1,1,0,1,,,,,
40504,1,1,1,1,0,1,,,,,
40505,1,1,1,1,0,1,,,,,
40506,1,1,1,1,0,1,,,,,
40507,1,1,1,1,0,1,,,,,
40508,1,1,1,1,0,1,,,,,
40509,1,1,1,1,0,1,,,,,
40510,1,1,1,1,0,1,,,,,
40511,1,1,1,1,0,1,,,,,
40512,1,1,1,1,0,1,,,,,
40513,1,1,1,1,0,1,,,,,
40514,1,1,1,1,0,1,,,,,
40515,1,1,1,1,0,1,,,,,
40516,1,1,1,1,0,1,,,,,
40517,1,1,1,1,0,1,,,,,
40518,1,1,1,1,0,1,,,,,
40519,1,1,1,1,0,1,,,,,
40520,1,1,1,1,0,1,,,,,
40521,1,1,1,1,0,1,,,,,
40522,1,1,1,1,0,1,,,,,
40523,1,1,1,1,0,1,,,,,
40524,1,1,1,1,0,1,,,,,
40525,1,1,1,1,0,1,,,,,
40526,1,1,1,1,0,1,,,,,
40527,1,1,1,1,0,1,,,,,
40528,1,1,1,1,0,1,,,,,
40529,1,1,1,1,0,1,,,,,
40530,1,1,1,1,0,1,,,,,
40531,1,1,1,1,0,1,,,,,
40532,1,1,1,1,0,1,,,,,
40533,1,1,1,1,0,1,,,,,
40534,1,1,1,1,0,1,,,,,
40535,1,1,1,1,0,1,,,,,
40536,1,1,1,1,0,1,,,,,
40537,1,1,1,1,0,1,,,,,
40538,1,0,1,1,0,1,,,,,
40539,1,0,2,1,0,1,,,,,
40540,1,0,2,1,0,2,,,,,
40541,1,0,2,1,0,2,,,,,
40542,1,0,2,1,0,2,,,,,
40543,0,0,2,1,0,0,,,,,
40544,0,0,2,1,0,0,,,,,
40545,0,0,2,0,0,0,,,,,
40546,1,0,2,0,0,0,,,,,
40547,0,0,2,0,0,0,,,,,
40548,0,0,2,0,0,0,,,,,
40549,0,0,0,0,0,0,,,,,
40550,0,0,0,0,0,0,,,,,
40551,0,0,0,0,0,0,,,,,
40552,0,0,0,0,0,0,,,,,
40553,0,0,0,0,0,0,,,,,
40554,0,0,0,0,0,0,,,,,
40555,0,0,0,0,0,0,,,,,
40556,0,0,0,0,0,0,,,,,
40557,0,0,0,0,0,0,,,,,
40558,0,0,0,0,0,0,,,,,
40559,0,0,0,0,0,0,,,,,
40560,0,0,0,0,0,0,,,,,
40561,0,0,0,0,0,0,,,,,
40562,0,0,0,0,0,0,,,,,
40563,2,0,0,2,0,0,,,,,
40564,2,0,0,2,0,0,,,,,
40565,2,1,0,2,0,0,,,,,
40566,2,2,0,2,0,0,,,,,
40567,2,2,2,2,0,0,,,,,
40568,2,2,0,2,0,0,,,,,
40569,0,2,0,2,0,0,,,,,
40570,1,1,0,0,0,0,,,,,
40571,1,1,0,0,0,0,,,,,
40572,1,2,0,0,0,0,,,,,
40573,1,2,0,0,0,0,,,,,
40574,1,2,0,0,0,0,,,,,
40575,1,2,0,0,0,0,,,,,
40576,0,0,0,0,0,0,,,,,
40577,1,1,0,0,0,0,,,,,
40578,1,2,0,0,0,0,,,,,
40579,0,2,2,2,0,0,,,,,
40580,0,2,2,2,0,0,,,,,
40581,0,2,2,2,0,0,,,,,
40582,0,2,0,2,0,0,,,,,
40583,0,1,0,2,0,0,,,,,
40584,0,1,0,2,0,0,,,,,
40585,1,1,0,0,0,0,,,,,
40586,0,1,0,0,0,0,,,,,
40587,0,1,0,0,0,1,,,,,
40588,0,0,0,0,0,1,,,,,
40589,0,0,0,0,0,0,,,,,
40590,0,0,0,0,0,0,,,,,
40591,0,0,0,0,0,0,,,,,
40592,0,0,0,0,0,0,,,,,
40593,0,0,0,0,0,0,,,,,
40594,0,0,0,0,0,0,,,,,
40595,0,0,0,0,0,0,,,,,
40596,0,0,0,0,0,1,,,,,
40597,0,0,0,0,0,1,,,,,
40598,0,0,0,0,0,0,,,,,
40599,0,0,0,0,0,0,,,,,
40600,0,0,0,2,0,0,,,,,
40601,0,0,0,2,0,1,,,,,
40602,0,0,0,2,0,1,,,,,
40603,0,0,0,2,0,1,,,,,
40604,2,0,0,2,0,1,,,,,
40605,2,0,0,2,0,1,,,,,
40606,0,0,0,2,0,1,,,,,
40607,0,0,0,2,0,1,,,,,
40608,2,1,0,1,0,1,,,,,
40609,2,2,2,1,0,1,,,,,
40610,2,2,2,1,0,1,,,,,
40611,2,2,2,2,0,2,,,,,
40612,2,2,2,2,0,2,,,,,
40613,2,2,2,2,0,2,,,,,
40614,2,2,2,2,0,2,,,,,
40615,2,2,2,2,0,2,,,,,
40616,2,2,2,0,0,0,,,,,
40617,2,2,2,0,0,0,,,,,
40618,2,2,2,0,0,0,,,,,
40619,2,0,2,0,0,0,,,,,
40620,0,0,0,0,0,0,,,,,
40621,0,0,0,0,0,0,,,,,
40622,0,0,0,0,0,0,,,,,
40623,0,0,0,0,0,0,,,,,
40624,0,0,0,0,0,0,,,,,
40625,0,0,0,0,0,0,,,,,
40626,2,0,0,0,0,0,,,,,
40627,0,0,0,0,0,0,,,,,
40628,1,0,0,0,0,0,,,,,
40629,2,1,0,0,0,0,,,,,
40630,1,0,0,0,0,0,,,,,
40631,1,0,0,0,0,0,,,,,
40632,1,0,0,0,0,0,,,,,
40633,0,0,0,0,0,0,,,,,
40634,0,0,0,0,0,0,,,,,
40635,0,0,0,0,0,0,,,,,
40636,0,0,0,0,0,0,,,,,
40637,0,0,0,0,0,0,,,,,
40638,0,0,0,0,0,0,,,,,
40639,0,0,0,2,0,0,,,,,
40640,0,0,0,2,0,0,,,,,
40641,0,0,0,0,0,0,,,,,
40642,0,0,0,0,0,0,,,,,
40643,0,0,2,2,0,0,,,,,
40644,0,0,0,2,0,0,,,,,
40645,0,0,2,2,0,0,,,,,
40646,0,0,2,2,0,0,,,,,
40647,0,0,0,0,0,0,,,,,
40648,0,0,0,0,0,0,,,,,
40649,0,0,2,2,0,0,,,,,
40650,0,0,1,2,0,0,,,,,
40651,0,0,1,2,0,0,,,,,
40652,0,0,0,2,0,0,,,,,
40653,0,0,0,2,0,0,,,,,
40654,0,0,0,2,0,0,,,,,
40655,0,0,0,2,0,0,,,,,
40656,0,0,0,2,0,0,,,,,
40657,0,0,0,2,0,0,,,,,
40658,0,0,0,2,0,0,,,,,
40659,0,0,0,2,0,0,,,,,
40660,0,0,0,2,0,0,,,,,
40661,0,0,0,2,0,0,,,,,
40662,0,0,0,2,0,0,,,,,
40663,0,0,0,2,0,0,,,,,
40664,2,0,2,2,0,1,,,,,
40665,2,2,2,2,0,1,,,,,
40666,2,2,2,2,0,1,,,,,
40667,2,2,2,2,0,0,,,,,
40668,2,2,2,2,0,2,,,,,
40669,2,2,2,2,0,2,,,,,
40670,2,2,2,2,2,2,,,,,
40671,2,2,2,2,0,2,,,,,
40672,2,2,2,2,0,2,,,,,
40673,2,2,2,2,0,2,,,,,
40674,2,2,2,2,0,2,,,,,
40675,2,2,2,2,0,2,,,,,
40676,2,2,2,2,0,2,,,,,
40677,2,2,2,2,0,2,,,,,
40678,2,2,0,2,0,2,,,,,
40679,2,1,0,0,0,2,,,,,
40680,2,1,0,0,0,0,,,,,
40681,2,1,1,0,0,0,,,,,
40682,2,1,1,0,0,0,,,,,
40683,0,1,1,0,0,1,,,,,
40684,2,1,2,0,0,1,,,,,
40685,2,1,2,0,0,2,,,,,
40686,2,1,2,2,0,2,,,,,
40687,2,1,2,2,0,2,,,,,
40688,2,1,2,2,0,2,,,,,
40689,2,1,2,2,0,2,,,,,
40690,2,1,2,2,0,2,,,,,
40691,2,2,2,0,0,2,,,,,
40692,2,2,2,2,0,2,,,,,
40693,2,2,2,2,0,2,,,,,
40694,2,2,2,0,0,2,,,,,
40695,2,2,2,0,0,2,,,,,
40696,2,2,2,0,0,2,,,,,
40697,2,2,2,0,0,0,,,,,
40698,0,2,0,0,0,0,,,,,
40699,0,2,0,0,0,0,,,,,
40700,0,2,0,0,0,0,,,,,
40701,0,0,0,0,0,0,,,,,
40702,0,0,0,0,0,0,,,,,
40703,0,0,0,0,0,0,,,,,
40704,0,0,0,0,0,0,,,,,
40705,0,0,0,0,0,0,,,,,
40706,0,0,0,0,0,0,,,,,
40707,0,0,0,0,0,0,,,,,
40708,0,0,2,0,0,0,,,,,
40709,0,0,2,0,0,0,,,,,
40710,1,0,0,0,0,0,,,,,
40711,1,0,0,0,0,0,,,,,
40712,1,2,0,0,0,0,,,,,
40713,0,2,2,0,0,0,,,,,
40714,0,2,2,0,0,0,,,,,
40715,0,2,2,0,0,0,,,,,
40716,2,2,2,0,0,2,,,,,
40717,2,2,2,2,0,2,,,,,
40718,2,2,2,2,0,2,,,,,
40719,2,2,2,2,0,2,,,,,
40720,2,2,0,2,0,2,,,,,
40721,2,2,0,2,0,2,,,,,
40722,2,2,0,2,0,2,,,,,
40723,2,2,0,0,0,0,,,,,
40724,2,2,0,0,0,0,,,,,
40725,0,1,0,0,0,0,,,,,
40726,0,0,0,0,0,0,,,,,
40727,0,0,0,0,0,0,,,,,
40728,1,0,0,0,0,0,,,,,
40729,1,2,0,0,0,0,,,,,
40730,2,2,2,0,0,0,,,,,
40731,2,2,2,2,0,2,,,,,
40732,2,2,2,2,0,2,,,,,
40733,2,2,2,2,0,2,,,,,
40734,2,2,2,2,0,2,,,,,
40735,2,2,2,2,0,2,,,,,
40736,2,2,2,2,0,2,,,,,
40737,2,2,2,2,0,2,,,,,
40738,2,2,2,2,0,2,,,,,
40739,2,2,2,2,2,2,,,,,
40740,2,2,2,0,0,2,,,,,
40741,2,2,2,0,0,2,,,,,
40742,2,2,2,0,0,2,,,,,
40743,2,2,2,2,0,2,,,,,
40744,2,2,2,2,2,2,,,,,
40745,2,2,2,2,0,2,,,,,
40746,2,2,2,2,0,2,,,,,
40747,2,2,2,2,0,2,,,,,
40748,2,2,2,2,0,2,,,,,
40749,2,2,2,2,0,2,,,,,
40750,2,2,2,2,0,2,,,,,
40751,2,2,2,2,0,2,,,,,
40752,0,2,2,2,0,2,,,,,
40753,0,2,2,2,0,0,,,,,
40754,0,0,2,2,0,0,,,,,
40755,1,0,2,2,0,0,,,,,
40756,1,0,2,2,0,0,,,,,
40757,2,0,2,2,0,2,,,,,
40758,2,2,2,2,0,2,,,,,
40759,2,2,2,2,0,2,,,,,
40760,2,2,2,2,0,2,,,,,
40761,2,2,2,2,0,2,,,,,
40762,2,2,2,2,0,2,,,,,
40763,2,2,2,2,0,2,,,,,
40764,2,2,2,2,0,2,,,,,
40765,2,2,2,2,0,2,,,,,
40766,2,2,2,2,0,2,,,,,
40767,2,2,2,2,0,2,,,,,
40768,2,2,2,2,0,2,,,,,
40769,2,2,2,2,0,2,,,,,
40770,2,2,2,2,0,2,,,,,
40771,2,2,2,2,0,2,,,,,
40772,2,2,2,2,0,2,,,,,
40773,2,2,2,2,0,2,,,,,
40774,2,2,2,2,0,0,,,,,
40775,2,2,2,2,0,0,,,,,
40776,2,2,2,2,0,0,,,,,
40777,2,2,2,2,0,0,,,,,
40778,0,2,2,2,0,0,,,,,
40779,2,2,2,2,0,0,,,,,
